งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
29 ก.พ. 2559,-,0.1593,0.1608
01 มี.ค. 2559,-,0.1586,0.1601
02 มี.ค. 2559,-,0.1589,0.1604
03 มี.ค. 2559,-,0.1584,0.1599
04 มี.ค. 2559,-,0.158,0.1596
07 มี.ค. 2559,-,0.1583,0.1598
08 มี.ค. 2559,-,0.1578,0.1593
09 มี.ค. 2559,-,0.1579,0.1594
10 มี.ค. 2559,-,0.1575,0.159
11 มี.ค. 2559,-,0.1572,0.1586
14 มี.ค. 2559,-,0.1567,0.1582
15 มี.ค. 2559,-,0.1568,0.1582
16 มี.ค. 2559,-,0.1566,0.1581
17 มี.ค. 2559,-,0.1556,0.157
18 มี.ค. 2559,-,0.1556,0.157
21 มี.ค. 2559,-,0.1558,0.1573
22 มี.ค. 2559,-,0.156,0.1574
23 มี.ค. 2559,-,0.1562,0.1577
24 มี.ค. 2559,-,0.157,0.1585
25 มี.ค. 2559,-,0.1573,0.1588
28 มี.ค. 2559,-,0.1577,0.1592
29 มี.ค. 2559,-,0.1576,0.1591
30 มี.ค. 2559,-,0.1572,0.1587
31 มี.ค. 2559,-,0.1575,0.159
01 เม.ย. 2559,-,0.1567,0.1581
04 เม.ย. 2559,-,0.1567,0.1582
05 เม.ย. 2559,-,0.1575,0.159
07 เม.ย. 2559,-,0.1571,0.1586
08 เม.ย. 2559,-,0.1571,0.1586
11 เม.ย. 2559,-,0.1566,0.1581
12 เม.ย. 2559,-,0.1564,0.1579
18 เม.ย. 2559,-,0.1562,0.1577
19 เม.ย. 2559,-,0.1558,0.1573
20 เม.ย. 2559,-,0.1554,0.1569
21 เม.ย. 2559,-,0.156,0.1575
22 เม.ย. 2559,-,0.1563,0.1577
25 เม.ย. 2559,-,0.157,0.1584
26 เม.ย. 2559,-,0.157,0.1585
27 เม.ย. 2559,-,0.1569,0.1584
28 เม.ย. 2559,-,0.1568,0.1584
